Name,BroadClass,Period,UnitaryAuthority,lon,lat
Hazel Grove Camp (South),Monument,Prehistoric,Pembrokeshire,-4.9582144162017885,51.87255307935856
Sealyham Rocks Camp                                                                                                                                   ,Defence,Prehistoric,Pembrokeshire,-4.954311421546532,51.9162616959981
West Pennar Camp                                                                                                                                      ,Monument,Prehistoric,Pembrokeshire,-4.990781092067864,51.68794762554276
New Moat Castle Mound                                                                                                                                 ,Defence,Medieval,Pembrokeshire,-4.815841514874546,51.89299314052795
Scollock Rath                                                                                                                                         ,Defence,Prehistoric,Pembrokeshire,-4.87968499284849,51.88167085957284
Kings Mill Camp                                                                                                                                       ,Defence,Prehistoric,Pembrokeshire,-5.002023717833419,51.64967872920046
Crowhill Rath                                                                                                                                         ,Defence,Prehistoric,Pembrokeshire,-4.975222097970412,51.81722569951638
Maen Colman                                                                                                                                           ,"Religious, Ritual and Funerary",Early Medieval,Pembrokeshire,-4.60062561083875,52.01381533491412
Great Castle Head Rath                                                                                                                                ,Defence,Prehistoric,Pembrokeshire,-5.186589158617003,51.70656633439123
Castle Mound                                                                                                                                          ,Defence,Medieval,Pembrokeshire,-5.1361518030377065,51.72538268818253
Crugiau Cemmaes Round Barrows                                                                                                                         ,"Religious, Ritual and Funerary",Prehistoric,Pembrokeshire,-4.734693018110219,52.04123685708056
Priory Rath                                                                                                                                           ,Defence,Prehistoric,Pembrokeshire,-5.034403741238665,51.72331682328814
Rath S of St James Church                                                                                                                             ,Defence,Prehistoric,Pembrokeshire,-5.083649219171886,51.75786621544641
Syke Rath                                                                                                                                             ,Defence,Prehistoric,Pembrokeshire,-5.084056016258409,51.75086710705352
Rath 150m SE of Pelcomb Farm,Defence,Prehistoric,Pembrokeshire,-4.992266148717656,51.81646009916946
Camp 370m NE of Stoneyford,Monument,Prehistoric,Pembrokeshire,-4.8006378666030445,51.831301436175515
Camp 200m NE of Stoneyford,Defence,Prehistoric,Pembrokeshire,-4.801759455986894,51.829727822053115
Drim Camp                                                                                                                                             ,Defence,Early Medieval,Pembrokeshire,-4.811475381972358,51.84145714258451
